"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Krauss G.L.; Caffo B.; Hendrix C.W.","Krauss, Gregory L. (7101605166); Caffo, Brian (35069047000); Hendrix, Craig W. (57226252489)","7101605166; 35069047000; 57226252489","Reply","2012","Annals of Neurology","71","2","","285","","","0","10.1002/ana.22662","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857572403&doi=10.1002%2fana.22662&partnerID=40&md5=355ff9361f75a3a44f581e94831f3ccb","Letter","Final","","Scopus","2-s2.0-84857572403"
"Tighe S.K.; Reading S.A.; Rivkin P.; Caffo B.; Schweizer B.; Pearlson G.; Potash J.B.; Depaulo J.R.; Bassett S.S.","Tighe, Sarah K. (36952383800); Reading, Sarah A. (36789396300); Rivkin, Paul (6508234176); Caffo, Brian (35069047000); Schweizer, Barbara (8297950100); Pearlson, Godfrey (7005150580); Potash, James B. (57204789386); Depaulo, J. Raymond (7004398249); Bassett, Susan S. (7007164425)","36952383800; 36789396300; 6508234176; 35069047000; 8297950100; 7005150580; 57204789386; 7004398249; 7007164425","Total white matter hyperintensity volume in bipolar disorder patients and their healthy relatives","2012","Bipolar Disorders","14","8","","888","893","5","31","10.1111/bdi.12019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84869785253&doi=10.1111%2fbdi.12019&partnerID=40&md5=389c00a497820fbaeacf39484cf389a0","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84869785253"
"Li S.; Eloyan A.; Joel S.; Mostofsky S.; Pekar J.; Bassett S.S.; Caffo B.","Li, Shanshan (57217797574); Eloyan, Ani (38661178300); Joel, Suresh (36437394800); Mostofsky, Stewart (7003584880); Pekar, James (7003771238); Bassett, Susan Spear (7007164425); Caffo, Brian (35069047000)","57217797574; 38661178300; 36437394800; 7003584880; 7003771238; 7007164425; 35069047000","Analysis of Group ICA-Based Connectivity Measures from fMRI: Application to Alzheimer's Disease","2012","PLoS ONE","7","11","e49340","","","","12","10.1371/journal.pone.0049340","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870657126&doi=10.1371%2fjournal.pone.0049340&partnerID=40&md5=40be12cc7c71b6ffddc5b6e0ddaf6013","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-84870657126"
"Crainiceanu C.M.; Caffo B.S.; Luo S.; Zipunnikov V.M.; Punjabi N.M.","Crainiceanu, Ciprian M. (6603085071); Caffo, Brian S. (35069047000); Luo, Sheng (35741201700); Zipunnikov, Vadim M. (35232005200); Punjabi, Naresh M. (7004869128)","6603085071; 35069047000; 35741201700; 35232005200; 7004869128","Rejoinder","2011","Journal of the American Statistical Association","106","495","","803","806","3","0","10.1198/jasa.2011.ap11306","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80054755377&doi=10.1198%2fjasa.2011.ap11306&partnerID=40&md5=fce74a6355fba8edbbf5a250dc417032","Note","Final","","Scopus","2-s2.0-80054755377"
"Shiee N.; Bazin P.-L.; Zackowski K.M.; Farrell S.K.; Harrison D.M.; Newsome S.D.; Ratchford J.N.; Caffo B.S.; Calabresi P.A.; Pham D.L.; Reich D.S.","Shiee, Navid (35189612000); Bazin, Pierre-Louis (8439138300); Zackowski, Kathleen M. (6602741732); Farrell, Sheena K. (35784278200); Harrison, Daniel M. (26638746600); Newsome, Scott D. (16643020300); Ratchford, John N. (23991616900); Caffo, Brian S. (35069047000); Calabresi, Peter A. (35290391600); Pham, Dzung L. (7203009692); Reich, Daniel S. (7102312699)","35189612000; 8439138300; 6602741732; 35784278200; 26638746600; 16643020300; 23991616900; 35069047000; 35290391600; 7203009692; 7102312699","Revisiting brain atrophy and its relationship to disability in multiple sclerosis","2012","PLoS ONE","7","5","e37049","","","","94","10.1371/journal.pone.0037049","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871604801&doi=10.1371%2fjournal.pone.0037049&partnerID=40&md5=f565f85e06e3cc81bd71494928262427","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-84871604801"
"Li X.; Caffo B.S.","Li, Xianbin (57192494972); Caffo, Brian S. (35069047000)","57192494972; 35069047000","Comparison of proportions for composite endpoints with missing components","2011","Journal of Biopharmaceutical Statistics","21","2","","271","281","10","2","10.1080/10543406.2011.550109","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952587393&doi=10.1080%2f10543406.2011.550109&partnerID=40&md5=915bcca4cc4d9961019bac5fb103f72c","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-79952587393"
"Krauss G.L.; Caffo B.; Chang Y.-T.; Hendrix C.W.; Chuang K.","Krauss, Gregory L. (7101605166); Caffo, Brian (35069047000); Chang, Yi-Ting (56169267900); Hendrix, Craig W. (57226252489); Chuang, Kelly (56567505100)","7101605166; 35069047000; 56169267900; 57226252489; 56567505100","Assessing bioequivalence of generic antiepilepsy drugs","2011","Annals of Neurology","70","2","","221","228","7","74","10.1002/ana.22452","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80051511025&doi=10.1002%2fana.22452&partnerID=40&md5=73dc5516ed3642208e379552d8ba3b7e","Article","Final","","Scopus","2-s2.0-80051511025"
"Yang J.; Shmuelof L.; Xiao L.; Krakauer J.W.; Caffo B.","Yang, Juemin (56328301000); Shmuelof, Lior (8530998400); Xiao, Luo (55581681200); Krakauer, John W (7003596900); Caffo, Brian (35069047000)","56328301000; 8530998400; 55581681200; 7003596900; 35069047000","On tests of activation map dimensionality for fMRI-based studies of learning","2015","Frontiers in Neuroscience","9","FEB","85","","","","0","10.3389/fnins.2015.00085","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924428414&doi=10.3389%2ffnins.2015.00085&partnerID=40&md5=25bb51c23598b40999cbee0122ebf83b","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-84924428414"
"Massie A.B.; Caffo B.; Gentry S.E.; Hall E.C.; Axelrod D.A.; Lentine K.L.; Schnitzler M.A.; Gheorghian A.; Salvalaggio P.R.; Segev D.L.","Massie, A.B. (56311894300); Caffo, B. (35069047000); Gentry, S.E. (8367140900); Hall, E.C. (44061563300); Axelrod, D.A. (7102166382); Lentine, K.L. (6602831897); Schnitzler, M.A. (7007028522); Gheorghian, A. (36349672100); Salvalaggio, P.R. (6603610476); Segev, D.L. (6603757230)","56311894300; 35069047000; 8367140900; 44061563300; 7102166382; 6602831897; 7007028522; 36349672100; 6603610476; 6603757230","MELD exceptions and rates of waiting list outcomes","2011","American Journal of Transplantation","11","11","","2362","2371","9","169","10.1111/j.1600-6143.2011.03735.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84855417506&doi=10.1111%2fj.1600-6143.2011.03735.x&partnerID=40&md5=8d216b5c22abab3778371dd637e7613c","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84855417506"
"Boca S.M.; Bravo H.C.; Caffo B.; Leek J.T.; Parmigiani G.","Boca, Simina M. (21740680900); Bravo, Héctor Corrada (8965038100); Caffo, Brian (35069047000); Leek, Jeffrey T. (8558142900); Parmigiani, Giovanni (7003983915)","21740680900; 8965038100; 35069047000; 8558142900; 7003983915","A Decision-Theory Approach to Interpretable Set Analysis for High-Dimensional Data","2013","Biometrics","69","3","","614","623","9","4","10.1111/biom.12060","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901190935&doi=10.1111%2fbiom.12060&partnerID=40&md5=a990417b06d3425c8092abe750c7d6cb","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84901190935"
"Sidhu G.; Caffo B.","Sidhu, Gagan (55377353500); Caffo, Brian (35069047000)","55377353500; 35069047000","Moneybarl: Exploiting pitcher decision-making using reinforcement learning","2014","Annals of Applied Statistics","8","2","","926","955","29","7","10.1214/13-AOAS712","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84903752897&doi=10.1214%2f13-AOAS712&partnerID=40&md5=3dddb86983fe993d824568f3829934b3","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-84903752897"
"James B.D.; Caffo B.; Stewart W.F.; Yousem D.; Davatzikos C.; Schwartz B.S.","James, Bryan D. (57204725747); Caffo, Brian (35069047000); Stewart, Walter F. (55549970400); Yousem, David (7005911220); Davatzikos, Christos (7005310126); Schwartz, Brian S. (55663268300)","57204725747; 35069047000; 55549970400; 7005911220; 7005310126; 55663268300","Genetic risk factors for longitudinal changes in structural MRI in former organolead workers","2011","Journal of Aging Research","2011","","362189","","","","1","10.4061/2011/362189","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84869414440&doi=10.4061%2f2011%2f362189&partnerID=40&md5=cd85b8454d4cbc4487f395f5f4f6e0dd","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-84869414440"
"Shou H.; Eloyan A.; Nebel M.B.; Mejia A.; Pekar J.J.; Mostofsky S.; Caffo B.; Lindquist M.A.; Crainiceanu C.M.","Shou, Haochang (55980755700); Eloyan, Ani (38661178300); Nebel, Mary Beth (34873055300); Mejia, Amanda (56215449300); Pekar, James J. (7003771238); Mostofsky, Stewart (7003584880); Caffo, Brian (35069047000); Lindquist, Martin A. (7007030971); Crainiceanu, Ciprian M. (6603085071)","55980755700; 38661178300; 34873055300; 56215449300; 7003771238; 7003584880; 35069047000; 7007030971; 6603085071","Shrinkage prediction of seed-voxel brain connectivity using resting state fMRI","2014","NeuroImage","102","P2","","938","944","6","23","10.1016/j.neuroimage.2014.05.043","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84908410338&doi=10.1016%2fj.neuroimage.2014.05.043&partnerID=40&md5=d59c7c6a767023e56515dee063442466","Note","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84908410338"
"Shmuelof L.; Yang J.; Caffo B.; Mazzoni P.; Krakauer J.W.","Shmuelof, Lior (8530998400); Yang, Juemin (56328301000); Caffo, Brian (35069047000); Mazzoni, Pietro (7006838786); Krakauer, John W. (7003596900)","8530998400; 56328301000; 35069047000; 7006838786; 7003596900","The neural correlates of learned motor acuity","2014","Journal of Neurophysiology","112","4","","971","980","9","42","10.1152/jn.00897.2013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84906083820&doi=10.1152%2fjn.00897.2013&partnerID=40&md5=b9b25a0ca1d3783fac5b367f4cb10aa6","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84906083820"
"Jha A.K.; Song N.; Caffo B.; Frey E.C.","Jha, Abhinav K. (36238167200); Song, Na (36617980300); Caffo, Brian (35069047000); Frey, Eric C. (7103012762)","36238167200; 36617980300; 35069047000; 7103012762","Objective evaluation of reconstruction methods for quantitative SPECT imaging in the absence of ground truth","2015","Progress in Biomedical Optics and Imaging - Proceedings of SPIE","9416","","94161K","","","","5","10.1117/12.2081286","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84932086441&doi=10.1117%2f12.2081286&partnerID=40&md5=b91f24fd73728919b855bdc8f6deefe8","Conference paper","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84932086441"
"Zhang T.; Wu J.; Li F.; Caffo B.; Boatman-Reich D.","Zhang, Tingting (55729066800); Wu, Jingwei (56215215500); Li, Fan (36642375100); Caffo, Brian (35069047000); Boatman-Reich, Dana (7005150975)","55729066800; 56215215500; 36642375100; 35069047000; 7005150975","A Dynamic Directional Model for Effective Brain Connectivity Using Electrocorticographic (ECoG) Time Series","2015","Journal of the American Statistical Association","110","509","","93","106","13","26","10.1080/01621459.2014.988213","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928264308&doi=10.1080%2f01621459.2014.988213&partnerID=40&md5=5f71707bd134589f4d73be02e60f08ae","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84928264308"
"Eloyan A.; Muschelli J.; Nebel M.B.; Liu H.; Han F.; Zhao T.; Barber A.D.; Joel S.; Pekar J.J.; Mostofsky S.H.; Caffo B.","Eloyan, Ani (38661178300); Muschelli, John (40462056100); Nebel, Mary Beth (34873055300); Liu, Han (26642968600); Han, Fang (55377043500); Zhao, Tuo (55178265500); Barber, Anita D. (8582425200); Joel, Suresh (36437394800); Pekar, James J. (7003771238); Mostofsky, Stewart H. (7003584880); Caffo, Brian (35069047000)","38661178300; 40462056100; 34873055300; 26642968600; 55377043500; 55178265500; 8582425200; 36437394800; 7003771238; 7003584880; 35069047000","Automated diagnoses of attention deficit hyperactive disorder using magnetic resonance imaging","2012","Frontiers in Systems Neuroscience","","AUG 2012","","1","9","8","30","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866012927&partnerID=40&md5=39858943c940497618bd098ac4b02df9","Article","Final","","Scopus","2-s2.0-84866012927"
"Thom K.A.; Howard T.; Sembajwe S.; Harris A.D.; Strassle P.; Caffo B.S.; Carroll K.C.; Johnson J.K.","Thom, Kerri A. (22935952200); Howard, Tracy (36878173400); Sembajwe, Sophie (55247387700); Harris, Anthony D. (7404040049); Strassle, Paula (56730804600); Caffo, Brian S. (35069047000); Carroll, Karen C. (7202768248); Johnson, J. Kristie (35102171000)","22935952200; 36878173400; 55247387700; 7404040049; 56730804600; 35069047000; 7202768248; 35102171000","Comparison of swab and sponge methodologies for identification of Acinetobacter baumannii from the hospital environment","2012","Journal of Clinical Microbiology","50","6","","2140","2141","1","17","10.1128/JCM.00448-12","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84862080283&doi=10.1128%2fJCM.00448-12&partnerID=40&md5=4e6872ec7fdcd0363c889aebc865a8b1","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-84862080283"
"Bobb J.F.; Schwartz B.S.; Davatzikos C.; Caffo B.","Bobb, Jennifer F. (37064447600); Schwartz, Brian S. (55663268300); Davatzikos, Christos (7005310126); Caffo, Brian (35069047000)","37064447600; 55663268300; 7005310126; 35069047000","Cross-sectional and longitudinal association of body mass index and brain volume","2014","Human Brain Mapping","35","1","","75","88","13","89","10.1002/hbm.22159","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84889650109&doi=10.1002%2fhbm.22159&partnerID=40&md5=e84c6c61d71e1e8745072dfbed6f1716","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84889650109"
"Caffo B.; Peng R.; Dominici F.; Louis T.A.; Zeger S.","Caffo, Brian (35069047000); Peng, Roger (8297055600); Dominici, Francesca (7003921473); Louis, Thomas A. (7007168788); Zeger, Scott (7006338489)","35069047000; 8297055600; 7003921473; 7007168788; 7006338489","Parallel Bayesian MCMC imputation for multiple distributed lag models: A case study in environmental epidemiology","2011","Handbook of Markov Chain Monte Carlo","","","","493","512","19","9","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026310219&partnerID=40&md5=a16cc51d340bd1061db91030b9061d72","Book chapter","Final","","Scopus","2-s2.0-85026310219"
"Hannawi Y.; Lindquist M.A.; Caffo B.S.; Sair H.I.; Stevens R.D.","Hannawi, Yousef (55566291800); Lindquist, Martin A. (7007030971); Caffo, Brian S. (35069047000); Sair, Haris I. (14519858700); Stevens, Robert D. (35269994900)","55566291800; 7007030971; 35069047000; 14519858700; 35269994900","Resting brain activity in disorders of consciousness: A systematic review and meta-analysis","2015","Neurology","84","12","","1272","1280","8","114","10.1212/WNL.0000000000001404","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925398039&doi=10.1212%2fWNL.0000000000001404&partnerID=40&md5=ffd4cd41ee7d9d16728201fd2bb1b7e3","Review","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84925398039"
"Louissaint N.A.; Nimmagadda S.; Fuchs E.J.; Bakshi R.P.; Cao Y.-J.; Lee L.A.; Goldsmith J.; Caffo B.S.; Du Y.; King K.E.; Menendez F.A.; Torbenson M.S.; Hendrix C.W.","Louissaint, Nicolette A. (36918739800); Nimmagadda, Sridhar (23668792200); Fuchs, Edward J. (55487055800); Bakshi, Rahul P. (7101714682); Cao, Ying-Jun (55470286400); Lee, Linda A. (35083850700); Goldsmith, Jeff (56203281700); Caffo, Brian S. (35069047000); Du, Yong (8680350400); King, Karen E. (7202001255); Menendez, Frederick A. (6602571789); Torbenson, Michael S. (7004312220); Hendrix, Craig W. (57226252489)","36918739800; 23668792200; 55487055800; 7101714682; 55470286400; 35083850700; 56203281700; 35069047000; 8680350400; 7202001255; 6602571789; 7004312220; 57226252489","Distribution of cell-free and cell-associated HIV surrogates in the colon after simulated receptive anal intercourse in men who have sex with men","2012","Journal of Acquired Immune Deficiency Syndromes","59","1","","10","17","7","31","10.1097/QAI.0b013e3182373b5e","https://www.scopus.com/inward/record.uri?eid=2-s2.0-83655191970&doi=10.1097%2fQAI.0b013e3182373b5e&partnerID=40&md5=0478b308c02a463b7afdaacd0f39a5ad","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-83655191970"
"Thom K.A.; Li S.; Custer M.; Preas M.A.; Rew C.D.; Cafeo C.; Leekha S.; Caffo B.S.; Scalea T.M.; Lissauer M.E.","Thom, Kerri A. (22935952200); Li, Shanshan (57217797574); Custer, Melissa (55963875300); Preas, Michael Anne (6506310082); Rew, Cindy D. (55964409600); Cafeo, Christina (12445194100); Leekha, Surbhi (14623002900); Caffo, Brian S. (35069047000); Scalea, Thomas M. (7006529703); Lissauer, Matthew E. (16203238200)","22935952200; 57217797574; 55963875300; 6506310082; 55964409600; 12445194100; 14623002900; 35069047000; 7006529703; 16203238200","Successful implementation of a unit-based quality nurse to reduce central line-associated bloodstream infections","2014","American Journal of Infection Control","42","2","","139","143","4","13","10.1016/j.ajic.2013.08.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84895070048&doi=10.1016%2fj.ajic.2013.08.006&partnerID=40&md5=d4643b41c051eab60d96e59784be2c72","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84895070048"
"Crainiceanu C.M.; Caffo B.S.; Morris J.S.","Crainiceanu, Ciprian M. (6603085071); Caffo, Brian S. (35069047000); Morris, Jeffrey S. (7405897451)","6603085071; 35069047000; 7405897451","Multilevel functional data analysis","2013","The SAGE Handbook of Multilevel Modeling","","","","223","248","25","2","10.4135/9781446247600.n13","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84949803606&doi=10.4135%2f9781446247600.n13&partnerID=40&md5=190ad465d98ed5ab0b1fb372705f160e","Book chapter","Final","","Scopus","2-s2.0-84949803606"
"Schreiber J.M.; Lanham D.C.; Trescher W.H.; Sparks S.E.; Wassif C.A.; Caffo B.S.; Porter F.D.; Tierney E.; Gropman A.L.; Ewen J.B.","Schreiber, John M. (57209172211); Lanham, Diane C. (6603836913); Trescher, William H. (6603587426); Sparks, Susan E. (7006154765); Wassif, Christopher A. (6602513551); Caffo, Brian S. (35069047000); Porter, Forbes D. (7005479933); Tierney, Elaine (7006133365); Gropman, Andrea L. (6701643851); Ewen, Joshua B. (14007607000)","57209172211; 6603836913; 6603587426; 7006154765; 6602513551; 35069047000; 7005479933; 7006133365; 6701643851; 14007607000","Variations in EEG discharges predict ADHD severity within individual Smith-Lemli-Opitz patients","2014","Neurology","83","2","","151","159","8","13","10.1212/WNL.0000000000000565","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84903935052&doi=10.1212%2fWNL.0000000000000565&partnerID=40&md5=807b577915c25d0b331938880db952a8","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84903935052"
"Leyva F.; Fuchs E.J.; Bakshi R.; Carballo-Dieguez A.; Ventuneac A.; Yue C.; Caffo B.; Du Y.; Torbenson M.; Li L.; Mullin G.; Lee L.; Rohan L.; Anton P.A.; Hendrix C.W.","Leyva, Francisco (7004081367); Fuchs, Edward J. (55487055800); Bakshi, Rahul (7101714682); Carballo-Dieguez, Alex (6603962651); Ventuneac, Ana (6504748626); Yue, Chen (56042193900); Caffo, Brian (35069047000); Du, Yong (8680350400); Torbenson, Michael (7004312220); Li, Liye (55480399100); Mullin, Gerald (56954761400); Lee, Linda (35083850700); Rohan, Lisa (6602297519); Anton, Peter A. (7006569885); Hendrix, Craig W. (57226252489)","7004081367; 55487055800; 7101714682; 6603962651; 6504748626; 56042193900; 35069047000; 8680350400; 7004312220; 55480399100; 56954761400; 35083850700; 6602297519; 7006569885; 57226252489","Simultaneous Evaluation of Safety, Acceptability, Pericoital Kinetics, and Ex Vivo Pharmacodynamics Comparing Four Rectal Microbicide Vehicle Candidates","2015","AIDS Research and Human Retroviruses","31","11","","1089","1097","8","11","10.1089/aid.2015.0086","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84946709487&doi=10.1089%2faid.2015.0086&partnerID=40&md5=dc962334eb5aba23938442b173b719c5","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84946709487"
"Swihart B.J.; Caffo B.S.; Crainiceanu C.M.; Punjabi N.M.","Swihart, Bruce J. (57196357357); Caffo, Brian S. (35069047000); Crainiceanu, Ciprian M. (6603085071); Punjabi, Naresh M. (7004869128)","57196357357; 35069047000; 6603085071; 7004869128","Mixed effect Poisson log-linear models for clinical and epidemiological sleep hypnogram data","2012","Statistics in Medicine","31","9","","855","870","15","4","10.1002/sim.4457","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859607777&doi=10.1002%2fsim.4457&partnerID=40&md5=216360396d2ac3efdf4966624e88dda4","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84859607777"
"Gaddis A.; Rosch K.S.; Dirlikov B.; Crocetti D.; MacNeil L.; Barber A.D.; Muschelli J.; Caffo B.; Pekar J.J.; Mostofsky S.H.","Gaddis, Andrew (57195357761); Rosch, Keri S. (55695634800); Dirlikov, Benjamin (25924862700); Crocetti, Deana (26027460500); MacNeil, Lindsey (37091198000); Barber, Anita D. (8582425200); Muschelli, John (40462056100); Caffo, Brian (35069047000); Pekar, James J. (7003771238); Mostofsky, Stewart H. (7003584880)","57195357761; 55695634800; 25924862700; 26027460500; 37091198000; 8582425200; 40462056100; 35069047000; 7003771238; 7003584880","Motor overflow in children with attention-deficit/hyperactivity disorder is associated with decreased extent of neural activation in the motor cortex","2015","Psychiatry Research - Neuroimaging","233","3","","488","495","7","29","10.1016/j.pscychresns.2015.08.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84952639847&doi=10.1016%2fj.pscychresns.2015.08.001&partnerID=40&md5=42deb65abd5326d9b94c1f8343c3beb1","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84952639847"
"Shou H.; Eloyan A.; Lee S.; Zipunnikov V.; Crainiceanu A.N.; Nebel M.B.; Caffo B.; Lindquist M.A.; Crainiceanu C.M.","Shou, H. (55980755700); Eloyan, A. (38661178300); Lee, S. (57201780823); Zipunnikov, V. (35232005200); Crainiceanu, A.N. (8230877900); Nebel, M.B. (34873055300); Caffo, B. (35069047000); Lindquist, M.A. (7007030971); Crainiceanu, C.M. (6603085071)","55980755700; 38661178300; 57201780823; 35232005200; 8230877900; 34873055300; 35069047000; 7007030971; 6603085071","Quantifying the reliability of image replication studies: The image intraclass correlation coefficient (I2C2)","2013","Cognitive, Affective and Behavioral Neuroscience","13","4","","714","724","10","64","10.3758/s13415-013-0196-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84891454795&doi=10.3758%2fs13415-013-0196-0&partnerID=40&md5=5e8d2b83f0b255c3b230367f5a4ead32","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84891454795"
"Goldsmith J.; Caffo B.; Crainiceanu C.; Reich D.; Du Y.; Hendrix C.","Goldsmith, Jeff (56203281700); Caffo, Brian (35069047000); Crainiceanu, Ciprian (6603085071); Reich, Daniel (7102312699); Du, Yong (8680350400); Hendrix, Craig (57226252489)","56203281700; 35069047000; 6603085071; 7102312699; 8680350400; 57226252489","Nonlinear tube-fitting for the analysis of anatomical and functional structures","2011","Annals of Applied Statistics","5","1","","337","363","26","9","10.1214/10-AOAS384","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84868482295&doi=10.1214%2f10-AOAS384&partnerID=40&md5=735cd62529d5c93b88f5ad698835bba1","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-84868482295"
"Cervenka M.C.; Franaszczuk P.J.; Crone N.E.; Hong B.; Caffo B.S.; Bhatt P.; Lenz F.A.; Boatman-Reich D.","Cervenka, Mackenzie C. (8323061600); Franaszczuk, Piotr J. (6701326855); Crone, Nathan E. (6603727775); Hong, Bo (7202125896); Caffo, Brian S. (35069047000); Bhatt, Paras (55279515400); Lenz, Frederick A. (35402292000); Boatman-Reich, Dana (7005150975)","8323061600; 6701326855; 6603727775; 7202125896; 35069047000; 55279515400; 35402292000; 7005150975","Reliability of early cortical auditory gamma-band responses","2013","Clinical Neurophysiology","124","1","","70","82","12","19","10.1016/j.clinph.2012.06.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871443618&doi=10.1016%2fj.clinph.2012.06.003&partnerID=40&md5=d314abcca754c59d5a954e3bea33c066","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84871443618"
"Taguchi K.; Srivastava S.; Tang Q.; Caffo B.S.; Iwanczyk J.S.; Hartsough N.E.; Barber W.C.; Cammin J.","Taguchi, Katsuyuki (7202952799); Srivastava, Somesh (38461566600); Tang, Qiulin (45261586200); Caffo, Brian S. (35069047000); Iwanczyk, Jan S. (7005703221); Hartsough, Neal E. (6602587884); Barber, William C. (22970337400); Cammin, Jochen (35226975900)","7202952799; 38461566600; 45261586200; 35069047000; 7005703221; 6602587884; 22970337400; 35226975900","Pulse pileup statistics for energy sensitive photon counting detectors with pulse height analysis","2012","Progress in Biomedical Optics and Imaging - Proceedings of SPIE","8313","","83130Z","","","","4","10.1117/12.911365","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860381355&doi=10.1117%2f12.911365&partnerID=40&md5=7f2662806d52b6fbf54a12782479484b","Conference paper","Final","","Scopus","2-s2.0-84860381355"
"Ng K.L.; Gibson E.M.; Hubbard R.; Yang J.; Caffo B.; O'Brien R.J.; Krakauer J.W.; Zeiler S.R.","Ng, Kwan L. (56883648900); Gibson, Ellen M. (55555411000); Hubbard, Robert (56883871800); Yang, Juemin (56328301000); Caffo, Brian (35069047000); O'Brien, Richard J. (35392637400); Krakauer, John W. (7003596900); Zeiler, Steven R. (6507727707)","56883648900; 55555411000; 56883871800; 56328301000; 35069047000; 35392637400; 7003596900; 6507727707","Fluoxetine maintains a state of heightened responsiveness to motor training early after stroke in a mouse model","2015","Stroke","46","10","","2951","2960","9","69","10.1161/STROKEAHA.115.010471","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942893210&doi=10.1161%2fSTROKEAHA.115.010471&partnerID=40&md5=5469468393d4b31bffab9da469696ed2","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-84942893210"
"Swihart B.J.; Caffo B.S.; Crainiceanu C.M.","Swihart, Bruce J. (57196357357); Caffo, Brian S. (35069047000); Crainiceanu, Ciprian M. (6603085071)","57196357357; 35069047000; 6603085071","A unifying framework for marginalised random-intercept models of correlated binary outcomes","2014","International Statistical Review","82","2","","275","295","20","4","10.1111/insr.12035","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84905456757&doi=10.1111%2finsr.12035&partnerID=40&md5=46eff4e7672a51618afe63c3cd6a1201","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84905456757"
